date,location,sales,payment_method
2023-07-30,Dubai,1796,cryptocurrency
2023-05-20,New York,4678,cash
2023-07-15,Seoul,1152,cash
2023-10-29,Cairo,2027,cryptocurrency
2023-09-13,Bangkok,219,debit card
2023-04-25,Seoul,3518,debit card
2023-06-06,Barcelona,993,debit card
2023-01-19,Istanbul,4906,credit card
2023-11-08,New York,3452,cash
2023-03-03,Barcelona,1009,cash
2023-08-10,Moscow,4257,credit card
2023-10-02,Bangkok,1763,cash
2023-05-19,Paris,4773,credit card
2023-08-13,Paris,871,voucher
2023-05-11,Paris,3239,mobile payment
2023-09-16,Berlin,2395,bank transfer
2023-07-24,Lagos,94,cryptocurrency
2023-10-01,Tokyo,2404,debit card
2023-06-02,Sydney,4942,debit card
2023-07-03,Toronto,2025,debit card
2023-03-25,Tokyo,2367,cash
2023-10-29,Cairo,4257,voucher
2023-12-13,Toronto,3187,credit card
2023-05-01,Sydney,2092,voucher
2023-03-11,Cairo,3888,bank transfer
2023-09-22,Istanbul,3401,cryptocurrency
2023-07-27,Mumbai,1663,voucher
2023-12-17,Seoul,2890,mobile payment
2023-07-01,Rome,409,bank transfer
2023-01-24,Mumbai,4126,voucher
2023-03-14,Toronto,1795,mobile payment
2023-06-05,Dubai,3559,credit card
2023-12-25,Seoul,2288,cash
2023-09-30,Mexico City,3843,debit card
2023-07-29,Mumbai,1484,bank transfer
2023-11-13,Mumbai,2515,voucher
2023-10-12,Mexico City,1340,mobile payment
2023-05-17,Barcelona,3777,mobile payment
2023-10-22,New York,1732,mobile payment
2023-11-24,Toronto,4682,cash
2023-01-07,Istanbul,2705,cash
2023-04-10,Mexico City,4164,bank transfer
2023-02-03,Tokyo,676,cash
2023-06-08,Cairo,3713,credit card
2023-07-06,Bangkok,3687,bank transfer
2023-07-06,Mumbai,1989,cash
2023-12-23,Mumbai,2139,debit card
2023-02-05,Amsterdam,1875,voucher
2023-12-07,Istanbul,1991,bank transfer
2023-12-03,London,4140,mobile payment
2023-12-25,Moscow,4548,debit card
2023-12-05,Moscow,3750,cryptocurrency
2023-02-21,Istanbul,3059,debit card
2023-09-26,Lagos,810,bank transfer
2023-12-31,Moscow,1924,mobile payment
2023-05-22,Toronto,4781,debit card
2023-11-05,Mexico City,3203,credit card
2023-06-05,Istanbul,2197,cash
2023-09-13,Mexico City,4991,bank transfer
2023-04-14,Cairo,4427,mobile payment
2023-07-22,Tokyo,509,credit card
2023-12-19,Paris,4336,cryptocurrency
2023-09-26,Tokyo,3943,cash
2023-12-14,Paris,82,credit card
2023-01-14,London,1359,cash
2023-02-15,Moscow,4807,debit card
2023-01-09,Dubai,2056,voucher
2023-09-01,New York,386,bank transfer
2023-06-24,Amsterdam,867,voucher
2023-12-02,Cairo,1193,credit card
2023-01-06,Seoul,1887,cryptocurrency
2023-04-10,Bangkok,4687,debit card
2023-01-12,Berlin,867,cash
2023-04-11,Bangkok,1125,cash
2023-07-14,Paris,1614,mobile payment
2023-10-17,Barcelona,385,debit card
2023-11-06,Seoul,4325,mobile payment
2023-05-04,Paris,1611,mobile payment
2023-02-01,Moscow,2045,voucher
2023-02-09,Sydney,2880,mobile payment
2023-02-02,Toronto,4768,debit card
2023-03-31,Lagos,2489,bank transfer
2023-01-31,Barcelona,1310,voucher
2023-05-18,New York,1604,voucher
2023-11-17,Toronto,1596,bank transfer
2023-05-12,Mexico City,2383,voucher
2023-10-23,Rome,1804,cash
2023-10-02,Paris,4410,voucher
2023-09-09,Cairo,1070,cash
2023-12-19,Paris,3528,debit card
2023-03-07,Moscow,2119,bank transfer
2023-04-30,Lagos,1811,voucher
2023-01-29,Seoul,384,bank transfer
2023-05-05,Lagos,3288,credit card
2023-12-05,Tokyo,1434,cryptocurrency
2023-01-18,New York,3,bank transfer
2023-05-21,Seoul,2010,cash
2023-04-19,London,1523,cash
2023-08-01,Berlin,1298,mobile payment
2023-06-23,New York,966,mobile payment
2023-05-26,Dubai,1566,credit card
2023-12-16,Toronto,2535,cryptocurrency
2023-09-15,Paris,2117,cryptocurrency
2023-12-03,Mexico City,4892,bank transfer
2023-06-10,Bangkok,2055,credit card
2023-07-01,Berlin,4756,voucher
2023-12-23,New York,944,credit card
2023-11-01,New York,1595,mobile payment
2023-04-19,Lagos,1204,cash
2023-07-06,São Paulo,3783,bank transfer
2023-06-22,Mumbai,3613,credit card
2023-03-24,Cairo,3803,bank transfer
2023-05-07,Barcelona,702,bank transfer
2023-04-10,Istanbul,2310,voucher
2023-07-07,Mexico City,2928,voucher
2023-09-05,Tokyo,1183,debit card
2023-10-21,Barcelona,1384,cash
2023-01-23,Berlin,3676,bank transfer
2023-10-18,Bangkok,2652,cash
2023-07-14,Amsterdam,4538,bank transfer
2023-01-30,Paris,2997,voucher
2023-10-26,Sydney,3450,cash
2023-03-17,Mexico City,2147,credit card
2023-07-10,Lagos,3552,voucher
2023-01-23,Toronto,588,cryptocurrency
2023-03-31,Moscow,3284,voucher
2023-04-02,São Paulo,3417,debit card
2023-11-13,Amsterdam,1646,mobile payment
2023-04-12,London,1744,bank transfer
2023-06-02,Tokyo,2214,bank transfer
2023-02-15,Barcelona,525,voucher
2023-09-06,Lagos,3792,debit card
2023-04-23,Dubai,608,bank transfer
2023-10-19,Cairo,4570,voucher
2023-11-27,Moscow,1636,cryptocurrency
2023-10-29,Mumbai,4866,cryptocurrency
2023-08-17,Moscow,1302,voucher
2023-11-13,Barcelona,3643,voucher
2023-11-03,Tokyo,881,cryptocurrency
2023-09-10,Cairo,1688,cash
2023-06-05,Toronto,979,cryptocurrency
2023-05-08,Paris,4350,credit card
2023-09-17,Moscow,2618,voucher
2023-04-28,Bangkok,2418,cash
2023-01-02,Sydney,2597,cash
2023-09-26,Seoul,1897,credit card
2023-10-16,London,532,credit card
2023-02-10,Toronto,2777,cryptocurrency
2023-11-28,Dubai,4009,bank transfer
2023-02-07,Paris,4578,bank transfer
2023-12-24,Paris,2917,cash
2023-02-18,Amsterdam,343,mobile payment
2023-11-11,Mumbai,1677,credit card
2023-01-16,Amsterdam,4334,debit card
2023-12-23,Rome,407,credit card
2023-05-30,Moscow,220,voucher
2023-01-15,London,4132,bank transfer
2023-11-24,Toronto,792,credit card
2023-11-21,Seoul,2385,mobile payment
2023-07-21,London,2900,voucher
2023-02-02,Barcelona,3026,debit card
2023-05-17,London,1968,mobile payment
2023-01-28,Dubai,2529,voucher
2023-06-14,Paris,894,bank transfer
2023-02-07,São Paulo,4391,cash
2023-03-10,Berlin,2806,cash
2023-05-20,Paris,597,debit card
2023-12-18,Mumbai,3200,voucher
2023-09-21,London,2172,bank transfer
2023-10-29,Seoul,3404,cryptocurrency
2023-12-27,Lagos,3669,credit card
2023-11-29,Moscow,1986,credit card
2023-11-15,Barcelona,2816,cash
2023-03-31,Toronto,139,bank transfer
2023-07-30,Lagos,3524,cryptocurrency
2023-08-31,Cairo,1038,credit card
2023-02-05,Seoul,4529,voucher
2023-08-30,Toronto,3432,bank transfer
2023-03-14,Istanbul,1439,bank transfer
2023-12-29,Toronto,694,debit card
2023-03-09,Mexico City,375,credit card
2023-02-27,London,3987,debit card
2023-03-09,Sydney,3164,mobile payment
2023-05-03,Berlin,162,bank transfer
2023-05-26,London,2155,cash
2023-12-15,Mumbai,3121,cash
2023-02-07,Mexico City,3140,mobile payment
2023-06-27,São Paulo,4207,cash
2023-02-20,Mumbai,3288,cash
2023-04-30,São Paulo,2472,bank transfer
2023-04-15,Barcelona,5000,debit card
2023-12-04,Cairo,2509,voucher
2023-12-10,Istanbul,1573,credit card
2023-06-24,Barcelona,357,debit card
2023-03-17,Istanbul,4091,voucher
2023-10-21,São Paulo,2816,credit card
2023-01-24,Moscow,4937,bank transfer
2023-12-27,Toronto,4364,voucher
2023-07-04,Tokyo,311,credit card
2023-11-24,Mumbai,3534,debit card
2023-03-04,Dubai,2588,mobile payment
2023-08-15,Cairo,4477,bank transfer
2023-12-27,Seoul,3133,voucher
2023-09-15,Lagos,1705,debit card
2023-12-26,Dubai,1216,cryptocurrency
2023-12-13,New York,4850,bank transfer
2023-02-21,Mexico City,2990,debit card
2023-09-13,Mexico City,1367,mobile payment
2023-02-11,Paris,105,voucher
2023-05-20,Lagos,1496,debit card
2023-06-11,Moscow,2587,cryptocurrency
2023-02-22,Lagos,742,debit card
2023-02-13,London,1330,cash
2023-07-25,Barcelona,3620,voucher
2023-11-18,London,1108,bank transfer
2023-12-14,Cairo,2255,voucher
2023-12-06,New York,4839,cash
2023-04-13,Tokyo,833,voucher
2023-10-30,Paris,788,debit card
2023-03-07,Barcelona,2381,bank transfer
2023-02-07,Dubai,3978,debit card
2023-04-09,Seoul,977,credit card
2023-10-31,Mexico City,4230,credit card
2023-05-26,Rome,1597,debit card
2023-08-20,Mumbai,3684,cryptocurrency
2023-08-26,Barcelona,4519,voucher
2023-10-04,Seoul,871,voucher
2023-05-04,Lagos,4267,bank transfer
2023-05-20,Bangkok,3410,mobile payment
2023-06-12,Moscow,1537,voucher
2023-07-22,Istanbul,275,mobile payment
2023-11-30,Amsterdam,4221,debit card
2023-09-25,Berlin,4489,cryptocurrency
2023-02-11,London,4696,credit card
2023-10-09,Amsterdam,2429,cash
2023-03-06,Barcelona,496,cash
2023-09-30,Seoul,1709,cash
2023-08-12,Toronto,2536,credit card
2023-01-21,Dubai,2914,cryptocurrency
2023-04-03,Berlin,2393,voucher
2023-03-09,Sydney,1387,cash
2023-07-13,Paris,465,debit card
2023-06-17,Istanbul,4875,cash
2023-04-19,Rome,724,bank transfer
2023-09-16,London,600,cash
2023-12-25,Cairo,1941,voucher
2023-10-30,New York,290,bank transfer
2023-07-30,Cairo,4107,cash
2023-06-18,São Paulo,155,cash
2023-03-02,Dubai,3120,bank transfer
2023-09-16,Lagos,4508,debit card
2023-09-22,Cairo,2449,bank transfer
2023-08-02,Moscow,2913,mobile payment
2023-08-18,Dubai,2601,bank transfer
2023-04-05,Barcelona,315,voucher
2023-06-23,Tokyo,3387,cash
2023-06-25,New York,2631,mobile payment
2023-02-06,Paris,2150,cash
2023-06-11,Lagos,1293,debit card
2023-01-11,Paris,4049,cash
2023-11-01,Cairo,1028,voucher
2023-10-02,São Paulo,4436,bank transfer
2023-07-17,Istanbul,1569,debit card
2023-12-09,New York,4262,voucher
2023-03-30,Mexico City,2911,voucher
2023-07-14,Barcelona,1926,mobile payment
2023-02-20,Paris,2215,credit card
2023-04-26,Lagos,1224,cash
2023-12-21,London,478,bank transfer
2023-07-14,Cairo,4406,voucher
2023-12-17,São Paulo,2696,debit card
2023-02-26,Berlin,4604,cash
2023-05-29,Barcelona,2365,credit card
2023-03-26,Bangkok,3528,debit card
2023-01-10,Cairo,1926,cryptocurrency
2023-08-02,Seoul,988,cryptocurrency
2023-03-17,Cairo,2561,mobile payment
2023-02-08,São Paulo,758,debit card
2023-05-06,Berlin,974,mobile payment
2023-10-13,Sydney,4911,cryptocurrency
2023-09-07,Rome,380,cryptocurrency
2023-10-14,Mumbai,4041,voucher
2023-08-19,Seoul,250,voucher
2023-10-16,Moscow,3962,voucher
2023-12-24,Amsterdam,3186,debit card
2023-08-10,New York,1041,credit card
2023-10-30,Mexico City,2338,debit card
2023-08-04,Istanbul,1506,mobile payment
2023-01-03,Barcelona,485,cash
2023-05-03,Bangkok,1761,mobile payment
2023-11-11,New York,4237,bank transfer
2023-09-25,Mumbai,2576,bank transfer
2023-12-27,Berlin,972,bank transfer
2023-09-30,Paris,64,cash
2023-09-15,Seoul,1432,mobile payment
2023-02-10,Rome,3826,bank transfer
2023-05-07,Toronto,3546,debit card
2023-05-31,Moscow,132,bank transfer
2023-01-05,Amsterdam,110,credit card
2023-10-11,London,940,cash
2023-02-16,Mexico City,3127,cash
2023-12-08,Toronto,1566,mobile payment
2023-02-21,Moscow,491,bank transfer
2023-11-26,Amsterdam,3470,debit card
2023-06-16,Tokyo,1461,credit card
2023-03-03,São Paulo,2141,bank transfer
2023-02-08,Berlin,1530,bank transfer
2023-03-10,Moscow,3413,cash
2023-08-18,Mumbai,4480,mobile payment
2023-03-22,Barcelona,2594,cash
2023-04-01,Mexico City,4700,bank transfer
2023-05-13,Toronto,2189,voucher
2023-10-08,Berlin,1938,bank transfer
2023-12-26,Rome,1895,credit card
2023-01-07,São Paulo,3056,voucher
2023-12-06,Lagos,472,cryptocurrency
2023-06-15,Dubai,3593,cash
2023-03-02,Barcelona,2522,bank transfer
2023-01-03,Dubai,2641,voucher
2023-07-16,Toronto,995,mobile payment
2023-07-05,Toronto,3669,bank transfer
2023-08-09,Lagos,311,voucher
2023-08-27,Toronto,4072,bank transfer
2023-04-27,Amsterdam,254,mobile payment
2023-02-13,Cairo,3229,voucher
2023-04-23,Berlin,3979,bank transfer
2023-03-14,Bangkok,244,debit card
2023-05-22,New York,3231,debit card
2023-05-16,Barcelona,994,cash
2023-02-16,New York,3019,bank transfer
2023-06-24,Rome,2249,cash
2023-12-09,Paris,2012,bank transfer
2023-07-04,Moscow,4624,bank transfer
2023-11-19,Barcelona,189,bank transfer
2023-08-20,Mumbai,4366,cash
2023-11-08,Seoul,3319,cash
2023-05-23,Amsterdam,3406,mobile payment
2023-01-04,Paris,480,voucher
2023-06-18,Berlin,815,credit card
2023-09-27,Bangkok,4522,mobile payment
2023-02-15,Barcelona,3543,mobile payment
2023-01-28,Berlin,3466,debit card
2023-03-26,Cairo,1349,mobile payment
2023-09-28,Toronto,3903,credit card
2023-08-31,Lagos,2828,cryptocurrency
2023-09-05,London,376,cash
2023-06-19,Berlin,1025,cash
2023-06-12,Moscow,812,cryptocurrency
2023-04-15,Seoul,4220,voucher
2023-04-24,São Paulo,179,debit card
2023-01-26,Mumbai,3065,voucher
2023-12-01,Bangkok,3301,cryptocurrency
2023-05-05,Tokyo,2943,voucher
2023-04-02,Dubai,1144,voucher
2023-01-23,Amsterdam,3927,bank transfer
2023-01-01,Sydney,1228,cryptocurrency
2023-08-31,Sydney,3423,mobile payment
2023-10-27,Cairo,3138,cash
2023-11-22,Sydney,341,bank transfer
2023-06-01,São Paulo,1399,debit card
2023-04-15,London,1584,bank transfer
2023-03-14,Bangkok,2180,credit card
2023-02-17,Cairo,2340,bank transfer
2023-04-19,London,2141,mobile payment
2023-03-04,Bangkok,1043,cryptocurrency
2023-01-28,Lagos,1603,cryptocurrency
2023-01-27,Lagos,4858,voucher
2023-07-11,Tokyo,939,mobile payment
2023-10-28,Lagos,2073,cash
2023-01-01,Rome,4128,voucher
2023-12-19,Barcelona,2999,mobile payment
2023-12-30,Rome,3555,mobile payment
2023-01-11,New York,598,cryptocurrency
2023-06-13,Mumbai,328,bank transfer
2023-07-01,Mumbai,807,mobile payment
2023-08-01,Bangkok,3763,voucher
2023-10-06,Berlin,1447,mobile payment
2023-10-10,Dubai,4649,bank transfer
2023-01-20,Barcelona,2882,credit card
2023-01-06,Lagos,1835,voucher
2023-10-04,Berlin,3443,mobile payment
2023-01-26,Tokyo,1327,credit card
2023-11-18,Bangkok,1378,bank transfer
2023-11-24,Barcelona,2002,debit card
2023-02-15,Toronto,662,credit card
2023-08-14,Barcelona,412,mobile payment
2023-04-05,Bangkok,1740,mobile payment
2023-12-07,Cairo,2323,mobile payment
2023-04-20,Tokyo,4830,credit card
2023-07-09,Rome,1087,voucher
2023-04-05,Istanbul,2905,cryptocurrency
2023-08-11,Seoul,3733,mobile payment
2023-03-04,Seoul,3846,cash
2023-05-26,Lagos,1105,voucher
2023-09-20,Berlin,4673,debit card
2023-08-06,Moscow,4950,mobile payment
2023-08-22,Mumbai,2060,cryptocurrency
2023-05-05,Lagos,3960,voucher
2023-02-24,Tokyo,3489,credit card
2023-05-10,Barcelona,1327,bank transfer
2023-05-22,New York,4405,voucher
2023-06-25,Amsterdam,331,voucher
2023-04-26,Bangkok,4763,bank transfer
2023-09-03,Barcelona,1162,cash
2023-05-21,Amsterdam,4573,bank transfer
2023-07-11,Amsterdam,4232,bank transfer
2023-07-02,London,0,mobile payment
2023-01-28,Berlin,4103,voucher
2023-06-04,Mumbai,668,bank transfer
2023-10-21,Tokyo,4154,cryptocurrency
2023-02-07,London,3718,credit card
2023-10-23,Amsterdam,2298,debit card
2023-02-15,Rome,4252,mobile payment
2023-10-20,Moscow,4552,voucher
2023-12-22,Rome,163,voucher
2023-12-10,Cairo,2188,credit card
2023-07-14,Toronto,911,cash
2023-02-06,Istanbul,2261,cash
2023-02-26,Moscow,4392,cash
2023-07-13,Sydney,4911,voucher
2023-05-24,Lagos,829,bank transfer
2023-05-02,Toronto,4874,credit card
2023-05-26,Moscow,971,mobile payment
2023-01-15,São Paulo,3385,bank transfer
2023-05-19,Paris,817,debit card
2023-01-10,Tokyo,3578,cash
2023-07-29,Mumbai,340,bank transfer
2023-07-12,New York,2125,cash
2023-06-14,Mexico City,1993,voucher
2023-07-21,Paris,4546,debit card
2023-10-13,Sydney,2928,voucher
2023-04-23,São Paulo,3869,credit card
2023-03-16,Barcelona,4504,cryptocurrency
2023-03-27,Berlin,3754,credit card
2023-10-03,Mexico City,657,mobile payment
2023-04-30,New York,4652,credit card
2023-02-12,Sydney,2112,mobile payment
2023-05-08,Rome,2311,bank transfer
2023-07-14,London,855,cryptocurrency
2023-02-13,Rome,4390,cash
2023-03-17,São Paulo,1061,mobile payment
2023-08-21,Mexico City,4269,mobile payment
2023-05-03,Mexico City,3161,cash
2023-11-17,São Paulo,4454,voucher
2023-12-19,Seoul,349,mobile payment
2023-07-21,Tokyo,3904,cryptocurrency
2023-12-30,Bangkok,2977,cash
2023-10-09,Istanbul,42,credit card
2023-08-02,Moscow,2012,cryptocurrency
2023-12-10,Berlin,1454,credit card
2023-09-08,Tokyo,1829,debit card
2023-06-17,New York,4717,bank transfer
2023-06-15,Paris,2409,voucher
2023-10-17,Dubai,4955,credit card
2023-08-25,Seoul,1198,voucher
2023-06-11,Mumbai,3065,cash
2023-09-11,Toronto,3583,cryptocurrency
2023-06-01,Sydney,4672,mobile payment
2023-06-26,Mumbai,2212,voucher
2023-03-10,Cairo,2030,voucher
2023-01-09,Mexico City,2058,bank transfer
2023-06-28,Istanbul,3887,bank transfer
2023-06-27,Cairo,3113,debit card
2023-03-15,Toronto,4617,voucher
2023-08-08,London,4545,cash
2023-09-12,Cairo,1537,credit card
2023-05-31,New York,208,bank transfer
2023-10-28,Bangkok,593,debit card
2023-08-18,Seoul,4590,bank transfer
2023-02-07,London,1239,credit card
2023-01-28,Sydney,3252,cash
2023-10-03,Tokyo,3424,credit card
2023-09-18,Bangkok,3273,mobile payment
2023-07-02,Bangkok,691,debit card
2023-04-01,Moscow,313,debit card
2023-06-27,Cairo,541,bank transfer
2023-04-24,São Paulo,645,mobile payment
2023-06-23,Rome,71,debit card
2023-12-24,Mumbai,271,cash
2023-02-28,Lagos,2025,debit card
2023-09-26,Seoul,2822,credit card
2023-04-30,São Paulo,1011,bank transfer
2023-01-16,Mexico City,3348,cryptocurrency
2023-09-28,Paris,1083,voucher
2023-04-07,Cairo,3981,voucher
2023-12-19,Bangkok,2940,mobile payment
2023-12-08,Rome,2790,voucher
2023-02-16,Seoul,2446,debit card
2023-06-15,Paris,1206,debit card
2023-10-31,Dubai,4974,credit card
2023-06-21,Mumbai,3862,cryptocurrency
2023-06-13,Toronto,2911,cash
2023-02-19,São Paulo,4930,voucher
2023-12-17,Moscow,3532,credit card
2023-11-12,Cairo,2234,voucher
2023-04-02,Tokyo,2990,cash
2023-12-18,Tokyo,4079,debit card
2023-01-07,Berlin,1334,cryptocurrency
2023-02-21,Tokyo,3214,voucher
2023-03-03,Mumbai,3860,debit card
2023-08-11,Paris,1929,mobile payment
2023-04-30,Tokyo,1998,bank transfer
2023-11-17,Barcelona,4835,mobile payment
2023-12-04,Dubai,3629,voucher
2023-01-28,Amsterdam,849,mobile payment
2023-02-23,Mumbai,1793,mobile payment
2023-08-13,Paris,3975,bank transfer
2023-03-06,São Paulo,823,bank transfer
2023-07-10,Dubai,3364,voucher
2023-06-09,London,4160,mobile payment
2023-12-09,Lagos,3771,cryptocurrency
2023-02-05,Barcelona,2784,debit card
2023-06-10,Berlin,1130,debit card
2023-07-15,Tokyo,1706,voucher
2023-02-03,Bangkok,304,voucher
2023-11-13,Moscow,2188,cash
2023-10-31,Paris,1094,credit card
2023-10-10,Barcelona,3320,cryptocurrency
2023-09-05,Sydney,3004,mobile payment
2023-06-05,New York,4586,debit card
2023-01-13,Amsterdam,4043,cash
2023-11-23,Dubai,989,cryptocurrency
2023-11-27,New York,1336,bank transfer
2023-07-15,Toronto,1311,mobile payment
2023-09-22,Barcelona,682,voucher
2023-10-10,Mumbai,1240,voucher
2023-06-19,New York,863,cryptocurrency
2023-11-13,Mumbai,1152,mobile payment
2023-08-14,Lagos,285,credit card
2023-10-20,Bangkok,309,voucher
2023-10-08,Tokyo,4705,credit card
2023-06-03,Lagos,272,cryptocurrency
2023-04-10,Lagos,445,cash
2023-06-18,Seoul,588,cryptocurrency
2023-07-27,Sydney,2196,debit card
2023-07-06,São Paulo,2380,cryptocurrency
2023-05-07,Paris,3721,mobile payment
2023-06-09,São Paulo,2273,debit card
2023-11-16,Sydney,1318,mobile payment
2023-08-18,Bangkok,4201,credit card
2023-11-21,São Paulo,1571,credit card
2023-08-12,Toronto,3718,mobile payment
2023-04-10,Sydney,3591,bank transfer
2023-04-22,Sydney,1813,credit card
2023-02-25,Bangkok,413,debit card
2023-09-28,Mexico City,1237,voucher
2023-09-12,Berlin,4373,voucher
2023-07-28,Mexico City,2471,debit card
2023-08-18,Seoul,1973,mobile payment
2023-03-29,Rome,4994,mobile payment
2023-06-12,Moscow,3473,debit card
2023-06-08,Moscow,640,mobile payment
2023-07-02,Mexico City,1578,bank transfer
2023-03-18,Cairo,157,credit card
2023-12-12,Bangkok,208,cryptocurrency
2023-08-13,Berlin,149,mobile payment
2023-11-27,Rome,2050,bank transfer
2023-07-11,Berlin,2961,cryptocurrency
2023-03-29,London,2833,mobile payment
2023-04-22,Berlin,2497,bank transfer
2023-08-19,Moscow,775,debit card
2023-09-25,Dubai,4293,cryptocurrency
2023-06-19,Cairo,3025,voucher
2023-04-13,Mexico City,2142,cryptocurrency
2023-11-26,Bangkok,2999,bank transfer
2023-05-04,Bangkok,4653,debit card
2023-09-07,Rome,4204,debit card
2023-01-28,Seoul,3994,cash
2023-02-21,Sydney,4445,mobile payment
2023-04-18,Barcelona,319,mobile payment
2023-11-17,São Paulo,2383,bank transfer
2023-10-22,New York,3078,debit card
2023-04-03,Mexico City,2629,mobile payment
2023-11-09,Dubai,4346,debit card
2023-05-19,Paris,2532,debit card
2023-01-25,Tokyo,3986,mobile payment
2023-09-17,Cairo,3555,bank transfer
2023-01-29,London,3336,cryptocurrency
2023-01-11,Lagos,1128,credit card
2023-01-24,Paris,1782,debit card
2023-09-15,Mexico City,340,cryptocurrency
2023-01-22,Moscow,1188,credit card
2023-08-15,Istanbul,1294,mobile payment
2023-01-10,Paris,2173,voucher
2023-03-24,Bangkok,3872,debit card
2023-04-07,Istanbul,3683,cash
2023-02-05,Bangkok,3596,credit card
2023-03-27,Bangkok,4899,cryptocurrency
2023-02-07,Toronto,3627,cash
2023-08-07,Lagos,1385,bank transfer
2023-08-09,Mexico City,3884,credit card
2023-06-10,Amsterdam,4965,cryptocurrency
2023-09-02,Moscow,834,mobile payment
2023-02-26,New York,4619,bank transfer
2023-02-21,Istanbul,2976,cryptocurrency
2023-10-13,Amsterdam,780,debit card
2023-08-31,Moscow,2709,voucher
2023-12-14,São Paulo,2053,voucher
2023-10-20,Mexico City,2246,mobile payment
2023-12-28,Seoul,2831,debit card
2023-02-06,Toronto,4195,cash
2023-05-23,Cairo,4682,mobile payment
2023-04-07,Paris,29,credit card
2023-09-23,Berlin,4330,cryptocurrency
2023-09-27,New York,4008,cryptocurrency
2023-08-23,London,1032,cryptocurrency
2023-01-06,Mexico City,516,bank transfer
2023-05-12,Mumbai,1982,bank transfer
2023-07-25,Rome,2398,debit card
2023-03-08,Toronto,1755,cryptocurrency
2023-08-11,Rome,2907,bank transfer
2023-04-25,Lagos,3739,mobile payment
2023-09-02,Moscow,2638,cryptocurrency
2023-04-13,Seoul,1437,cash
2023-08-20,Lagos,3920,mobile payment
2023-07-17,London,2625,voucher
2023-10-10,Istanbul,1779,voucher
2023-06-30,Barcelona,4163,bank transfer
2023-12-21,New York,3677,cash
2023-12-11,Bangkok,39,voucher
2023-07-05,Istanbul,3436,mobile payment
2023-07-20,Toronto,3346,voucher
2023-09-20,São Paulo,2826,debit card
2023-08-11,Bangkok,2266,credit card
2023-08-30,Paris,4317,cryptocurrency
2023-11-04,Tokyo,969,voucher
2023-10-15,Istanbul,406,cryptocurrency
2023-05-26,Moscow,2237,cash
2023-06-10,Moscow,4520,cryptocurrency
2023-02-25,Amsterdam,2386,voucher
2023-08-30,Tokyo,2336,cash
2023-03-10,São Paulo,3413,debit card
2023-06-22,Rome,4581,bank transfer
2023-03-22,Cairo,428,mobile payment
2023-11-07,Bangkok,287,bank transfer
2023-05-17,Sydney,4762,mobile payment
2023-06-01,Toronto,1356,cryptocurrency
2023-12-27,Barcelona,926,cash
2023-11-08,Cairo,3217,mobile payment
2023-01-13,Istanbul,879,cash
2023-03-29,Rome,1958,bank transfer
2023-01-19,Lagos,1102,debit card
2023-07-03,Barcelona,4246,debit card
2023-08-04,Cairo,2719,cash
2023-10-27,São Paulo,1828,credit card
2023-02-19,Seoul,1361,cryptocurrency
2023-05-10,New York,4486,bank transfer
2023-07-15,Cairo,2252,cryptocurrency
2023-10-19,Barcelona,865,bank transfer
2023-02-20,Sydney,1759,bank transfer
2023-05-22,London,1876,debit card
2023-07-03,Mexico City,4514,bank transfer
2023-01-06,Sydney,4610,debit card
2023-02-13,Mexico City,4610,bank transfer
2023-10-05,Moscow,1967,debit card
2023-09-13,Amsterdam,2570,cryptocurrency
2023-09-25,Sydney,1399,mobile payment
2023-09-11,Istanbul,3215,cryptocurrency
2023-05-24,Toronto,2259,debit card
2023-11-23,Bangkok,929,voucher
2023-01-25,Istanbul,2519,cryptocurrency
2023-02-19,Cairo,4488,voucher
2023-06-13,Moscow,3893,cash
2023-05-28,Rome,592,debit card
2023-02-15,Seoul,4822,bank transfer
2023-04-01,Lagos,1952,debit card
2023-06-14,Seoul,2720,cash
2023-02-04,Moscow,1083,mobile payment
2023-09-20,Seoul,1920,voucher
2023-09-11,Istanbul,420,cash
2023-06-07,Paris,1989,cash
2023-07-23,Berlin,2088,cash
2023-09-25,Cairo,1125,voucher
2023-12-06,Istanbul,3284,credit card
2023-10-29,Lagos,1375,voucher
2023-05-05,Toronto,3442,bank transfer
2023-05-04,Moscow,4281,cryptocurrency
2023-11-15,Amsterdam,4599,credit card
2023-06-25,Paris,1109,credit card
2023-03-21,Istanbul,383,mobile payment
2023-10-24,Mexico City,4318,bank transfer
2023-07-10,Rome,790,cryptocurrency
2023-06-03,Lagos,2920,credit card
2023-04-26,New York,412,mobile payment
2023-09-13,Paris,1303,cryptocurrency
2023-10-24,Cairo,440,voucher
2023-10-12,São Paulo,3297,credit card
2023-01-01,Sydney,391,voucher
2023-01-08,Seoul,3626,debit card
2023-05-30,New York,4745,debit card
2023-04-18,Tokyo,3528,bank transfer
2023-06-19,Dubai,4470,cash
2023-11-25,Paris,501,mobile payment
2023-12-30,Paris,4466,debit card
2023-08-20,Istanbul,4670,credit card
2023-11-20,New York,1815,bank transfer
2023-04-03,Dubai,1747,cryptocurrency
2023-11-27,Toronto,4707,bank transfer
2023-07-26,Toronto,1705,cash
2023-07-07,Tokyo,1679,mobile payment
2023-12-29,Bangkok,1121,cash
2023-03-01,Dubai,1314,cash
2023-02-05,Moscow,1184,bank transfer
2023-08-30,New York,1884,cash
2023-06-29,Lagos,3237,bank transfer
